reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
car,cal,cal,"{'mean_confidence': 0.9967435598373413, 'min_confidence': 0.8116551041603088, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9973387122154236, 'min_confidence': 0.7166481614112854, 'max_confidence': 0.9999997615814209}",4.95,5.3644375,1.0,1.0,"{'original_duration': 4.95, 'adjusted_duration': 5.3644375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 10.9905625, 'total_adjusted_duration': 11.910772114193982, 'tempo_ratio': 0.922741397}, 'kcl': {'count': 1, 'total_original_duration': 0.888875, 'total_adjusted_duration': 0.6513513547261083, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.434125, 'total_adjusted_duration': 0.3046821450062354, 'tempo_ratio': 1.424845555}, 'aa': {'count': 1, 'total_original_duration': 0.9578125, 'total_adjusted_duration': 0.7400999639001598, 'tempo_ratio': 1.294166392}, 'r': {'count': 1, 'total_original_duration': 0.3445, 'total_adjusted_duration': 0.3107701799960495, 'tempo_ratio': 1.108536218}}}",0063.wav
knee,not you,not you,"{'mean_confidence': 0.9908544421195984, 'min_confidence': 0.716695249080658, 'max_confidence': 0.999998927116394}","{'mean_confidence': 0.9737012386322021, 'min_confidence': 0.5685597658157349, 'max_confidence': 0.9999963045120239}",1.2,1.165375,2.0,2.0,"{'original_duration': 1.2, 'adjusted_duration': 1.165375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9040625, 'total_adjusted_duration': 2.063484423903006, 'tempo_ratio': 0.922741397}, 'n': {'count': 1, 'total_original_duration': 0.4939375, 'total_adjusted_duration': 0.4054200664185572, 'tempo_ratio': 1.218335107}, 'iy': {'count': 1, 'total_original_duration': 0.8788125, 'total_adjusted_duration': 0.6957088699857031, 'tempo_ratio': 1.263190018}}}",0064.wav
no,no,no,"{'mean_confidence': 0.9995138645172119, 'min_confidence': 0.9950733780860901, 'max_confidence': 0.9999963045120239}","{'mean_confidence': 0.9979174137115479, 'min_confidence': 0.9802035093307495, 'max_confidence': 0.9999966621398926}",1.35,1.3356875,0.0,0.0,"{'original_duration': 1.35, 'adjusted_duration': 1.3356875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.2455625, 'total_adjusted_duration': 2.4335772810244904, 'tempo_ratio': 0.922741397}, 'n': {'count': 1, 'total_original_duration': 0.33725, 'total_adjusted_duration': 0.27681218251227824, 'tempo_ratio': 1.218335107}, 'ow': {'count': 1, 'total_original_duration': 1.1113125, 'total_adjusted_duration': 1.0122063333087994, 'tempo_ratio': 1.097911032}}}",0065.wav
yet he still thinks as swiftly as ever,yet is stil thinks that warsly aseve,yet hes stil thinks hat wersely as ever,"{'mean_confidence': 0.9506537914276123, 'min_confidence': 0.3260887861251831, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.9660799503326416, 'min_confidence': 0.4243733286857605, 'max_confidence': 0.9999995231628418}",6.15,5.6208125,0.75,0.5,"{'original_duration': 6.15, 'adjusted_duration': 5.6208125, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 3.3694999999999995, 'total_adjusted_duration': 3.6516189811737685, 'tempo_ratio': 0.922741397}, 'y': {'count': 1, 'total_original_duration': 0.606375, 'total_adjusted_duration': 0.4693978721162381, 'tempo_ratio': 1.291814548}, 'eh': {'count': 2, 'total_original_duration': 1.3436875000000001, 'total_adjusted_duration': 1.0341232246053766, 'tempo_ratio': 1.299349505}, 'tcl': {'count': 2, 'total_original_duration': 0.3238125, 'total_adjusted_duration': 0.2957686943534693, 'tempo_ratio': 1.09481668}, 't': {'count': 2, 'total_original_duration': 0.48924999999999996, 'total_adjusted_duration': 0.41461784750960984, 'tempo_ratio': 1.180002267}, 'hh': {'count': 1, 'total_original_duration': 0.2825, 'total_adjusted_duration': 0.23467850498577597, 'tempo_ratio': 1.2037745}, 'iy': {'count': 2, 'total_original_duration': 0.93025, 'total_adjusted_duration': 0.7364291885973406, 'tempo_ratio': 1.263190018}, 's': {'count': 3, 'total_original_duration': 1.453875, 'total_adjusted_duration': 1.1989750830707375, 'tempo_ratio': 1.212598177}, 'ih': {'count': 3, 'total_original_duration': 1.1989375, 'total_adjusted_duration': 0.9672724990229493, 'tempo_ratio': 1.239503347}, 'l': {'count': 2, 'total_original_duration': 0.8338125000000001, 'total_adjusted_duration': 0.6890539813861543, 'tempo_ratio': 1.210082987}, 'dcl': {'count': 2, 'total_original_duration': 0.5580625, 'total_adjusted_duration': 0.5325111998776568, 'tempo_ratio': 1.047982653}, 'th': {'count': 1, 'total_original_duration': 0.2963125, 'total_adjusted_duration': 0.25998990406063904, 'tempo_ratio': 1.139707717}, 'ng': {'count': 1, 'total_original_duration': 0.6890625, 'total_adjusted_duration': 0.49438127311137614, 'tempo_ratio': 1.393787624}, 'k': {'count': 1, 'total_original_duration': 0.42725, 'total_adjusted_duration': 0.29985706064823286, 'tempo_ratio': 1.424845555}, 'ae': {'count': 2, 'total_original_duration': 1.3781875000000001, 'total_adjusted_duration': 1.1003922144971794, 'tempo_ratio': 1.252451155}, 'z': {'count': 2, 'total_original_duration': 1.316125, 'total_adjusted_duration': 0.8834764421853332, 'tempo_ratio': 1.489711482}, 'w': {'count': 1, 'total_original_duration': 0.055125, 'total_adjusted_duration': 0.04342323173776713, 'tempo_ratio': 1.269481745}, 'f': {'count': 1, 'total_original_duration': 0.6339375, 'total_adjusted_duration': 0.5358677086672852, 'tempo_ratio': 1.183011198}, 'v': {'count': 1, 'total_original_duration': 0.2963125, 'total_adjusted_duration': 0.21502378018782844, 'tempo_ratio': 1.378045255}, 'er': {'count': 1, 'total_original_duration': 0.441, 'total_adjusted_duration': 0.32250543163867357, 'tempo_ratio': 1.36741883}}}",0066.wav
usually minus several buttons,ou to remine the sep of butons,even to rurmine es sep or butons,"{'mean_confidence': 0.96966153383255, 'min_confidence': 0.5333142876625061, 'max_confidence': 0.9999996423721313}","{'mean_confidence': 0.9442914128303528, 'min_confidence': 0.3748602271080017, 'max_confidence': 0.9999994039535522}",4.5,4.07475,1.75,1.75,"{'original_duration': 4.5, 'adjusted_duration': 4.07475, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.2325625000000002, 'total_adjusted_duration': 2.4194888267270405, 'tempo_ratio': 0.922741397}, 'y': {'count': 1, 'total_original_duration': 0.4754375, 'total_adjusted_duration': 0.3680385088835522, 'tempo_ratio': 1.291814548}, 'uw': {'count': 1, 'total_original_duration': 0.6270625, 'total_adjusted_duration': 0.5413241870991495, 'tempo_ratio': 1.158386259}, 'zh': {'count': 1, 'total_original_duration': 0.26875, 'total_adjusted_duration': 0.19769026215445634, 'tempo_ratio': 1.359449864}, 'ah': {'count': 5, 'total_original_duration': 2.211875, 'total_adjusted_duration': 1.393033551862182, 'tempo_ratio': 1.58781172}, 'l': {'count': 2, 'total_original_duration': 0.6408125, 'total_adjusted_duration': 0.529560787883385, 'tempo_ratio': 1.210082987}, 'iy': {'count': 1, 'total_original_duration': 0.5375, 'total_adjusted_duration': 0.42551001222367163, 'tempo_ratio': 1.263190018}, 'm': {'count': 1, 'total_original_duration': 0.4203125, 'total_adjusted_duration': 0.33989800317673313, 'tempo_ratio': 1.236584199}, 'ay': {'count': 1, 'total_original_duration': 0.668375, 'total_adjusted_duration': 0.6438478077007435, 'tempo_ratio': 1.038094705}, 'n': {'count': 2, 'total_original_duration': 0.8751249999999999, 'total_adjusted_duration': 0.7182958079201112, 'tempo_ratio': 1.218335107}, 's': {'count': 2, 'total_original_duration': 0.7373125, 'total_adjusted_duration': 0.6080435497801345, 'tempo_ratio': 1.212598177}, 'eh': {'count': 1, 'total_original_duration': 0.461625, 'total_adjusted_duration': 0.3552739260865767, 'tempo_ratio': 1.299349505}, 'v': {'count': 1, 'total_original_duration': 0.5719375, 'total_adjusted_duration': 0.41503535382805695, 'tempo_ratio': 1.378045255}, 'r': {'count': 1, 'total_original_duration': 0.117125, 'total_adjusted_duration': 0.10565735074611698, 'tempo_ratio': 1.108536218}, 'bcl': {'count': 1, 'total_original_duration': 0.1515625, 'total_adjusted_duration': 0.13795149090475908, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.2343125, 'total_adjusted_duration': 0.20901400611184295, 'tempo_ratio': 1.121037314}, 't': {'count': 1, 'total_original_duration': 0.379, 'total_adjusted_duration': 0.3211858236201168, 'tempo_ratio': 1.180002267}, 'z': {'count': 1, 'total_original_duration': 0.764875, 'total_adjusted_duration': 0.5134383464462013, 'tempo_ratio': 1.489711482}}}",0067.wav
floor,som,slom,"{'mean_confidence': 0.9669971466064453, 'min_confidence': 0.45175686478614807, 'max_confidence': 0.999990701675415}","{'mean_confidence': 0.9741106629371643, 'min_confidence': 0.3990899920463562, 'max_confidence': 0.9999963045120239}",1.95,1.9835,1.0,1.0,"{'original_duration': 1.95, 'adjusted_duration': 1.9835, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 3.1329375, 'total_adjusted_duration': 3.395249752732184, 'tempo_ratio': 0.922741397}, 'f': {'count': 1, 'total_original_duration': 0.918875, 'total_adjusted_duration': 0.7767255302007716, 'tempo_ratio': 1.183011198}, 'l': {'count': 1, 'total_original_duration': 0.4704375, 'total_adjusted_duration': 0.388764659163, 'tempo_ratio': 1.210082987}, 'ao': {'count': 1, 'total_original_duration': 0.365375, 'total_adjusted_duration': 0.3065206583652838, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.4649375, 'total_adjusted_duration': 0.4194157055498208, 'tempo_ratio': 1.108536218}}}",0068.wav
train,trun,trund,"{'mean_confidence': 0.9707688093185425, 'min_confidence': 0.4852626323699951, 'max_confidence': 0.9999902248382568}","{'mean_confidence': 0.9699793457984924, 'min_confidence': 0.534238338470459, 'max_confidence': 0.9999839067459106}",1.5,1.34775,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.34775, 'phoneme_stats': {'tcl': {'count': 1, 'total_original_duration': 0.8175, 'total_adjusted_duration': 0.7467003516972357, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.1618125, 'total_adjusted_duration': 0.13712897383781042, 'tempo_ratio': 1.180002267}, 'r': {'count': 1, 'total_original_duration': 0.3108125, 'total_adjusted_duration': 0.2803810060087725, 'tempo_ratio': 1.108536218}, 'ey': {'count': 1, 'total_original_duration': 0.596125, 'total_adjusted_duration': 0.5214429818926742, 'tempo_ratio': 1.14322183}, 'n': {'count': 1, 'total_original_duration': 0.889875, 'total_adjusted_duration': 0.7304024934414043, 'tempo_ratio': 1.218335107}, 'noi': {'count': 1, 'total_original_duration': 1.3411875, 'total_adjusted_duration': 1.4534814460047467, 'tempo_ratio': 0.922741397}}}",0069.wav
weed,wov yut,wv you,"{'mean_confidence': 0.8586360812187195, 'min_confidence': 0.2508351802825928, 'max_confidence': 0.9999136924743652}","{'mean_confidence': 0.865334689617157, 'min_confidence': 0.19886070489883423, 'max_confidence': 0.999950647354126}",1.35,1.336,2.0,2.0,"{'original_duration': 1.35, 'adjusted_duration': 1.336, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.68225, 'total_adjusted_duration': 1.8231001724527593, 'tempo_ratio': 0.922741397}, 'w': {'count': 1, 'total_original_duration': 0.344875, 'total_adjusted_duration': 0.2716659781507925, 'tempo_ratio': 1.269481745}, 'iy': {'count': 1, 'total_original_duration': 1.161125, 'total_adjusted_duration': 0.919200582219927, 'tempo_ratio': 1.263190018}, 'dcl': {'count': 1, 'total_original_duration': 0.29125, 'total_adjusted_duration': 0.2779149055246814, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.214625, 'total_adjusted_duration': 0.17563122853699442, 'tempo_ratio': 1.222020718}}}",0070.wav
we have often urged him to walk more and smoke less,we have over nes tomed wartmore and smoke glas,we have other news tumbed wat more in smoke glas,"{'mean_confidence': 0.9601309299468994, 'min_confidence': 0.4118635952472687, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.9594187140464783, 'min_confidence': 0.35773399472236633, 'max_confidence': 0.9999995231628418}",7.65,6.37975,0.6363636363636364,0.6363636363636364,"{'original_duration': 7.65, 'adjusted_duration': 6.37975, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 4.4995625, 'total_adjusted_duration': 4.876298510751653, 'tempo_ratio': 0.922741397}, 'w': {'count': 2, 'total_original_duration': 0.944, 'total_adjusted_duration': 0.7436105353370008, 'tempo_ratio': 1.269481745}, 'iy': {'count': 1, 'total_original_duration': 0.3928125, 'total_adjusted_duration': 0.31096865428206705, 'tempo_ratio': 1.263190018}, 'hh': {'count': 2, 'total_original_duration': 0.70975, 'total_adjusted_duration': 0.5896037837651487, 'tempo_ratio': 1.2037745}, 'ae': {'count': 2, 'total_original_duration': 0.9853125, 'total_adjusted_duration': 0.7867073267220549, 'tempo_ratio': 1.252451155}, 'v': {'count': 1, 'total_original_duration': 0.385875, 'total_adjusted_duration': 0.28001620309631997, 'tempo_ratio': 1.378045255}, 'ao': {'count': 3, 'total_original_duration': 2.0465625000000003, 'total_adjusted_duration': 1.716903687678963, 'tempo_ratio': 1.192007749}, 'f': {'count': 1, 'total_original_duration': 0.4754375, 'total_adjusted_duration': 0.4018875736795858, 'tempo_ratio': 1.183011198}, 'ah': {'count': 1, 'total_original_duration': 0.482375, 'total_adjusted_duration': 0.3037986141077231, 'tempo_ratio': 1.58781172}, 'n': {'count': 2, 'total_original_duration': 0.5788125, 'total_adjusted_duration': 0.4750848076809134, 'tempo_ratio': 1.218335107}, 'er': {'count': 1, 'total_original_duration': 1.2403125, 'total_adjusted_duration': 0.9070465264837693, 'tempo_ratio': 1.36741883}, 'jh': {'count': 1, 'total_original_duration': 0.5168125, 'total_adjusted_duration': 0.3885977708070127, 'tempo_ratio': 1.329942009}, 'dcl': {'count': 1, 'total_original_duration': 0.165375, 'total_adjusted_duration': 0.15780318455328476, 'tempo_ratio': 1.047982653}, 'd': {'count': 2, 'total_original_duration': 0.4823125, 'total_adjusted_duration': 0.39468438864880195, 'tempo_ratio': 1.222020718}, 'ih': {'count': 1, 'total_original_duration': 0.3100625, 'total_adjusted_duration': 0.2501505951964162, 'tempo_ratio': 1.239503347}, 'm': {'count': 3, 'total_original_duration': 1.6674375000000001, 'total_adjusted_duration': 1.3484221303720543, 'tempo_ratio': 1.236584199}, 'tcl': {'count': 1, 'total_original_duration': 0.1240625, 'total_adjusted_duration': 0.11331805796016918, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.1998125, 'total_adjusted_duration': 0.16933230179972186, 'tempo_ratio': 1.180002267}, 'uw': {'count': 1, 'total_original_duration': 0.3031875, 'total_adjusted_duration': 0.2617326454318723, 'tempo_ratio': 1.158386259}, 'r': {'count': 1, 'total_original_duration': 0.4685625, 'total_adjusted_duration': 0.4226857836412161, 'tempo_ratio': 1.108536218}, 's': {'count': 2, 'total_original_duration': 1.5641875, 'total_adjusted_duration': 1.2899470984443018, 'tempo_ratio': 1.212598177}, 'ow': {'count': 1, 'total_original_duration': 0.702875, 'total_adjusted_duration': 0.6401930388836825, 'tempo_ratio': 1.097911032}, 'kcl': {'count': 1, 'total_original_duration': 0.33075, 'total_adjusted_duration': 0.2423675551406669, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.2825, 'total_adjusted_duration': 0.1982671027106513, 'tempo_ratio': 1.424845555}, 'l': {'count': 1, 'total_original_duration': 0.4548125, 'total_adjusted_duration': 0.3758523216061048, 'tempo_ratio': 1.210082987}, 'eh': {'count': 1, 'total_original_duration': 0.7441875, 'total_adjusted_duration': 0.5727385104133318, 'tempo_ratio': 1.299349505}}}",0071.wav
left,lery dersment of lask,tery dirdment of lask,"{'mean_confidence': 0.951337456703186, 'min_confidence': 0.23222680389881134, 'max_confidence': 0.9999959468841553}","{'mean_confidence': 0.9645146131515503, 'min_confidence': 0.34126290678977966, 'max_confidence': 0.9999990463256836}",4.65,5.0393125,4.0,4.0,"{'original_duration': 4.65, 'adjusted_duration': 5.0393125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 9.619375, 'total_adjusted_duration': 10.424778850579735, 'tempo_ratio': 0.922741397}, 'l': {'count': 1, 'total_original_duration': 0.4754375, 'total_adjusted_duration': 0.3928966071812065, 'tempo_ratio': 1.210082987}, 'eh': {'count': 1, 'total_original_duration': 0.620125, 'total_adjusted_duration': 0.47725804151516577, 'tempo_ratio': 1.299349505}, 'f': {'count': 1, 'total_original_duration': 0.9646875, 'total_adjusted_duration': 0.815450861015434, 'tempo_ratio': 1.183011198}, 'tcl': {'count': 1, 'total_original_duration': 0.3376875, 'total_adjusted_duration': 0.30844204894649574, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.7579375, 'total_adjusted_duration': 0.6423186812402962, 'tempo_ratio': 1.180002267}}}",0072.wav
born,word,world,"{'mean_confidence': 0.9788187742233276, 'min_confidence': 0.4665609300136566, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9789934754371643, 'min_confidence': 0.577518880367279, 'max_confidence': 0.9999995231628418}",2.25,2.1015,1.0,1.0,"{'original_duration': 2.25, 'adjusted_duration': 2.1015, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.4269375, 'total_adjusted_duration': 2.630138311655265, 'tempo_ratio': 0.922741397}, 'bcl': {'count': 1, 'total_original_duration': 1.558375, 'total_adjusted_duration': 1.4184257625646448, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.3640625, 'total_adjusted_duration': 0.32475502416684054, 'tempo_ratio': 1.121037314}, 'ao': {'count': 1, 'total_original_duration': 0.555625, 'total_adjusted_duration': 0.4661253254990375, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.3065625, 'total_adjusted_duration': 0.27654712134989534, 'tempo_ratio': 1.108536218}, 'n': {'count': 1, 'total_original_duration': 0.40875, 'total_adjusted_duration': 0.3354988275815974, 'tempo_ratio': 1.218335107}, 'tcl': {'count': 1, 'total_original_duration': 0.313, 'total_adjusted_duration': 0.28589261172016484, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.2363125, 'total_adjusted_duration': 0.20026444576313682, 'tempo_ratio': 1.180002267}}}",0073.wav
beat,beant,bit,"{'mean_confidence': 0.979738175868988, 'min_confidence': 0.539029061794281, 'max_confidence': 0.9999958276748657}","{'mean_confidence': 0.9357108473777771, 'min_confidence': 0.5054100751876831, 'max_confidence': 0.9999675750732422}",1.65,1.4835625,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.4835625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.208375, 'total_adjusted_duration': 1.3095489201293522, 'tempo_ratio': 0.922741397}, 'bcl': {'count': 1, 'total_original_duration': 1.2036875, 'total_adjusted_duration': 1.0955908302411363, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.1826875, 'total_adjusted_duration': 0.16296290740595276, 'tempo_ratio': 1.121037314}, 'iy': {'count': 1, 'total_original_duration': 0.66975, 'total_adjusted_duration': 0.5302052663940541, 'tempo_ratio': 1.263190018}, 'tcl': {'count': 1, 'total_original_duration': 0.6744375, 'total_adjusted_duration': 0.6160277901502195, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.590125, 'total_adjusted_duration': 0.5001049714084999, 'tempo_ratio': 1.180002267}}}",0074.wav
knew,underable,unerable,"{'mean_confidence': 0.9596617221832275, 'min_confidence': 0.3994230329990387, 'max_confidence': 0.999994158744812}","{'mean_confidence': 0.952252984046936, 'min_confidence': 0.3964364230632782, 'max_confidence': 0.9999706745147705}",1.5,1.50775,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.50775, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.4950625000000004, 'total_adjusted_duration': 2.7039672308101723, 'tempo_ratio': 0.922741397}, 'n': {'count': 1, 'total_original_duration': 0.5151875, 'total_adjusted_duration': 0.42286190149160663, 'tempo_ratio': 1.218335107}, 'uw': {'count': 1, 'total_original_duration': 1.1070625, 'total_adjusted_duration': 0.955693743255979, 'tempo_ratio': 1.158386259}}}",0075.wav
right,right,right,"{'mean_confidence': 0.9647388458251953, 'min_confidence': 0.576356053352356, 'max_confidence': 0.9999990463256836}","{'mean_confidence': 0.9670988321304321, 'min_confidence': 0.5556825399398804, 'max_confidence': 0.9999991655349731}",1.35,1.324375,0.0,0.0,"{'original_duration': 1.35, 'adjusted_duration': 1.324375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.345125, 'total_adjusted_duration': 1.4577486220659936, 'tempo_ratio': 0.922741397}, 'r': {'count': 1, 'total_original_duration': 0.613125, 'total_adjusted_duration': 0.5530942426997907, 'tempo_ratio': 1.108536218}, 'ay': {'count': 1, 'total_original_duration': 0.9503125, 'total_adjusted_duration': 0.9154391168963721, 'tempo_ratio': 1.038094705}, 'tcl': {'count': 1, 'total_original_duration': 0.2759375, 'total_adjusted_duration': 0.2520399122892428, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.521125, 'total_adjusted_duration': 0.4416305074776605, 'tempo_ratio': 1.180002267}}}",0076.wav
range,runch,runch,"{'mean_confidence': 0.9907374978065491, 'min_confidence': 0.6609341502189636, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9873592257499695, 'min_confidence': 0.6904402375221252, 'max_confidence': 0.9999996423721313}",1.5,1.4924375,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.4924375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.354, 'total_adjusted_duration': 1.4673667014421374, 'tempo_ratio': 0.922741397}, 'r': {'count': 1, 'total_original_duration': 0.476875, 'total_adjusted_duration': 0.430184410988726, 'tempo_ratio': 1.108536218}, 'ey': {'count': 1, 'total_original_duration': 0.41725, 'total_adjusted_duration': 0.36497728529204165, 'tempo_ratio': 1.14322183}, 'n': {'count': 1, 'total_original_duration': 0.9111875, 'total_adjusted_duration': 0.7478956280293745, 'tempo_ratio': 1.218335107}, 'dcl': {'count': 1, 'total_original_duration': 0.1405, 'total_adjusted_duration': 0.1340671046393742, 'tempo_ratio': 1.047982653}, 'jh': {'count': 1, 'total_original_duration': 0.8175, 'total_adjusted_duration': 0.6146884559385326, 'tempo_ratio': 1.329942009}}}",0077.wav
sip,set up,shet up,"{'mean_confidence': 0.9877911806106567, 'min_confidence': 0.6913272142410278, 'max_confidence': 0.9999994039535522}","{'mean_confidence': 0.9746785163879395, 'min_confidence': 0.5566667914390564, 'max_confidence': 0.9999995231628418}",1.65,1.6264375,2.0,2.0,"{'original_duration': 1.65, 'adjusted_duration': 1.6264375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9249375, 'total_adjusted_duration': 2.0861072303229506, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 1.0023125, 'total_adjusted_duration': 0.8265825555500567, 'tempo_ratio': 1.212598177}, 'ih': {'count': 1, 'total_original_duration': 0.8665, 'total_adjusted_duration': 0.6990703188476344, 'tempo_ratio': 1.239503347}, 'pcl': {'count': 1, 'total_original_duration': 0.3371875, 'total_adjusted_duration': 0.2528542216409239, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.398125, 'total_adjusted_duration': 0.29501306535338684, 'tempo_ratio': 1.349516502}}}",0078.wav
stick,step,step,"{'mean_confidence': 0.9958897233009338, 'min_confidence': 0.8570190668106079, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9976025819778442, 'min_confidence': 0.8435543179512024, 'max_confidence': 0.9999998807907104}",1.65,1.6300625,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.6300625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.3395, 'total_adjusted_duration': 1.451652656264212, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.9226875, 'total_adjusted_duration': 0.7609177693823961, 'tempo_ratio': 1.212598177}, 'tcl': {'count': 1, 'total_original_duration': 0.2763125, 'total_adjusted_duration': 0.25238243538635163, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.28575, 'total_adjusted_duration': 0.2421605517135841, 'tempo_ratio': 1.180002267}, 'ih': {'count': 1, 'total_original_duration': 0.871125, 'total_adjusted_duration': 0.7028016520555632, 'tempo_ratio': 1.239503347}, 'kcl': {'count': 1, 'total_original_duration': 0.33725, 'total_adjusted_duration': 0.2471306363452454, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.482375, 'total_adjusted_duration': 0.3385454643187626, 'tempo_ratio': 1.424845555}}}",0079.wav
